id,pugna_name,entity_name,local_name.en,local_name.ar,local_name.cs,local_name.da,local_name.de,local_name.es,local_name.fr,local_name.hi,local_name.it,local_name.ko,local_name.nl,local_name.pl,local_name.pt,local_name.sv,local_name.tr,local_name.zh,local_name.zh-hant,url.en,url.ar,url.cs,url.da,url.de,url.es,url.fr,url.it,url.ko,url.nl,url.pl,url.pt,url.sv,url.tr,url.zh,url.zh-hant,url.hi
da:900,light or heat source damage,light or heat source damage,light or heat source damage,تلف بفعل الضوء أو الحرارة,poškození světlem nebo teplem,lys- eller varmekildeskade,Schäden durch Licht oder Hitze,daños por luz o calor,endommagement par la lumière ou la chaleur,प्रकाश या ताप स्रोत क्षति,danni causati da luce o calore,빛이나 열원 손상,beschadiging door licht of warmte,uszkodzenia przez światło lub ciepło,dano por luz ou calor,skador av ljus eller värme,ışık veya ısı kaynağı hasarı,阳光或高温损伤,阳光或高温损伤,Kindwise,Kindwise,https://cs.wikipedia.org/wiki/Po%C5%A1kozen%C3%AD_rostlin_slune%C4%8Dn%C3%ADm_z%C3%A1%C5%99en%C3%ADm,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:1404,,Flower buds,Flower buds,براعم زهرية,květní pupeny,blomsterknopper,Blütenknospen,yemas florales,bourgeons floraux,फूल की कलियाँ,gemme fiorali,꽃봉오리,bloemknoppen,pąki kwiatowe,botões florais,blomknoppar,çiçek tomurcukları,花蕾,花蕾,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:780,,Phytotoxicity,Phytotoxicity,سمّية نباتية,fytotoxicita,fytotoksicitet,Phytotoxizität,fitotoxicidad,phytotoxicité,वनस्पति‑विषाक्तता,fitotossicità,약해,fytotoxiciteit,fitotoksyczność,fitotoxicidade,fytotoxicitet,fitotoksite,药害,藥害,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:1411,,Winter dormancy,Winter dormancy,سكون شتوي,zimní klid,vinterdvale,Winterruhe,dormancia invernal,dormance hivernale,शीतकालीन सुप्तावस्था,dormienza invernale,겨울 휴면,winterrust,spoczynek zimowy,dormência de inverno,vintervila,kış dinlenmesi,冬季休眠,冬季休眠,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:834,,autumn leaf color,autumn leaf color,تلوّن أوراق الشجر في الخريف,podzimní zbarvení listů,bladenes efterårsfarver,Herbstfärbung der Blätter,coloración otoñal de las hojas,coloration automnale des feuilles,शरद ऋतु में पत्तियों का रंग,colorazione autunnale delle foglie,단풍색,herfstverkleuring van de bladeren,jesienne wybarwienie liści,coloração outonal das folhas,bladens höstfärg,yaprakların sonbahar renklenmesi,秋季叶色,秋季葉色,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:896,,water spray liquid residue,water spray liquid residue,بقايا رذاذ الماء,zbytky vody po postřiku,rester af sprøjtevæske,Sprühnebelrückstände,residuos de pulverización (agua),résidus de pulvérisation (eau),पानी के स्प्रे के अवशेष,residui di nebulizzazione (acqua),살포액 잔류물,spuitnevelresten,pozostałości po oprysku (wodzie),resíduos da calda de pulverização,rester av sprayvatten,püskürtme sonrası su kalıntıları,喷雾液残留,噴霧液殘留,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:1236,,Emerging leaf,Emerging leaf,ورقة فتية,rašící list,nyfremkommet blad,junger Blattaustrieb,hoja emergente,jeune feuille émergente,उभरती पत्ती,foglia emergente,신엽,nieuw uitlopend blad,rozwijający się liść,folha emergente,nyutvecklat blad,yeni çıkan yaprak,新生叶,新生葉,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:1237,,Moss cover,Moss cover,غطاء طحلبي,mechový pokryv,mosdække,Moosbewuchs,cobertura de musgo,couverture de mousse,काई का आवरण,copertura di muschio,이끼 피복,mosbedekking,porośnięcie mchem,cobertura de musgo,mossbeläggning,yosun örtüsü,苔藓覆盖,苔蘚覆蓋,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:1119,,high level of soluble salts,high level of soluble salts,مستوى مرتفع من الأملاح الذائبة,vysoká hladina rozpustných solí,højt indhold af opløselige salte,hoher Gehalt an löslichen Salzen,alto nivel de sales solubles,niveau élevé de sels solubles,घुलनशील लवणों का उच्च स्तर,alto livello di sali solubili,용해성 염류 수준이 높음,hoog gehalte aan oplosbare zouten,wysoki poziom soli rozpuszczalnych,alto teor de sais solúveis,hög halt av lösliga salter,çözünür tuzların yüksek düzeyi,可溶性盐含量高,可溶性鹽含量高,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:938,,inappropriate leaf rosette watering,inappropriate leaf rosette watering,ريّ غير مناسب داخل وردية الأوراق,nevhodné zalévání do listové růžice,uhensigtsmæssig vanding i bladrosetten,ungeeignetes Gießen in die Blattrosette,riego inadecuado en la roseta de hojas,arrosage inapproprié dans la rosette foliaire,पत्तियों की रोसेट में अनुचित सिंचाई,irrigazione inappropriata nella rosetta fogliare,잎 로제트에 부적절한 관수,ongeschikt water geven in de bladrozet,niewłaściwe podlewanie w rozetę liściową,rega inadequada no centro da roseta foliar,olämplig vattning i bladrosetten,yaprak rozeti içine uygunsuz sulama,不当向叶丛中心浇水,不當向葉叢中心澆水,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:939,,pesticide damage,pesticide damage,أضرار مبيدات الآفات,poškození pesticidy,pesticidskader,Pestizidschäden,daños por pesticidas,dommages dus aux pesticides,कीटनाशक से क्षति,danni da pesticidi,농약 피해,pesticideschade,uszkodzenia po pestycydach,danos por pesticidas,skador av bekämpningsmedel,pestisit zararı,农药损伤,農藥損傷,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:1008,,root damage,root damage,أضرار الجذور,poškození kořenů,rodskader,Wurzelschäden,daños en las raíces,dégâts racinaires,जड़ को क्षति,danni alle radici,뿌리 손상,wortelschade,uszkodzenia korzeni,danos nas raízes,rotskador,kök zararı,根系损伤,根系損傷,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:835,,sunburn,sunburn,حروق الشمس,spálení sluncem,solskoldning,Sonnenbrand,quemadura solar,coup de soleil,धूप से झुलसना,scottatura solare,일소,zonnebrand,oparzenia słoneczne,queimadura solar,solbränna,güneş yanığı,日灼,日灼,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:1078,,sunscald,sunscald,لفحة الشمس,sluneční úžeh,solsvidning,Sonnennekrose,escaldado solar,brûlure solaire,धूप से झुलसा,colpo di sole,일소피해,zonnebrandplekken,oparzelizna słoneczna,escaldadura solar,solskador,güneş yanıklığı,日灼伤,日灼傷,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:958,,watering on the leaves,watering on the leaves,سقي على الأوراق,zalévání na listy,vanding på bladene,Gießen auf die Blätter,riego sobre las hojas,arrosage sur les feuilles,पत्तियों पर पानी देना,irrigazione sulle foglie,잎 위로 물주기,water geven over de bladeren,polewanie liści,rega sobre as folhas,vattning på bladen,yapraklara su vermek,叶面浇水,葉面澆水,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:801,nutrient deficiency,nutrient deficiency,nutrient deficiency,نقص المغذيات,nedostatek živin,mangel på næringsstoffer,Nährstoffmangel,deficiencia de nutrientes,manque de nutriments,पोषक तत्व की कमी,carenza di sostanze nutritive,영양결핍,gebrek aan voedingsstoffen,niedobór składników odżywczych,insuficiencia de nutrientes,brist på näringsämnen.,besin eksikliği,营养缺乏,营养缺乏,https://www.missouribotanicalgarden.org/gardens-gardening/your-garden/help-for-the-home-gardener/advice-tips-resources/pests-and-problems/environmental/nutrients.aspx,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:922,dead plant,dead plant,dead plant,نبات ميت,mrtvá rostlina,død plante,abgestorbene Pflanze,planta muerta,plante morte,मृत पौधा,pianta morta,죽은 식물,dode plant,martwa roślina,Planta morta,döda växter,ölü bitki,绿植死亡的植物,绿植死亡的植物,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:921,dry air,dry air,dry air,الهواء الجاف,suchý vzduch,tør luft,trockene Luft,aire seco,air sec,शुष्क हवा,aria secca,건조한 공기,droge lucht,suche powietrze,ar seco,torr luft,kuru hava,干燥的空气,干燥的空气,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:838,feeding damage by insects,feeding damage by insects,feeding damage by insects,تلف ناجم عن الحشرات الآكلة,poškození způsobené žravým hmyzem,insekters ædeskader,durch Insektenfraß verursachte Schäden,daños causados por la alimentación de los insectos,endommagement provoqué par les insectes voraces,कीड़ों द्वारा भोजन करने से क्षति,danni causati da insetti divoratori,곤충에 의한 먹이 피해,beschadiging veroorzaakt door vretende insecten,szkody spowodowane przez owady gryzące,danos causados ​​por insetos predadores,skador orsakade av rovinsekter,böceklerin neden olduğu beslenme hasarı,贪婪昆虫造成的伤害,贪婪昆虫造成的伤害,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:984,finished flowering period,finished flowering period,finished flowering period,نهاية فترة الإزهار,konec doby květu,afsluttet blomstringsperiode,Ende der Blütezeit,fin de la floración,fin du temps de floraison,फूल आने की अवधि समाप्त,fine del periodo del fiore,개화기 종료,het einde van de bloeiperiode,koniec okresu kwitnienia,fim do período de floração,slutet av blomningstiden.,çiçeklenme dönemi sona ermiş,花期结束,花期结束,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:909,lack of light,lack of light,lack of light,قلة الضوء,nedostatek světla,mangel på lys,Lichtmangel,falta de luz,manque de lumière,प्रकाश की कमी,carenza di luce,빛의 부족,gebrek aan licht,niedobór światła,insuficiencia de luz,brist på ljus,ışık eksikliği,缺光,缺光,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:964,light excess,light excess,light excess,فائض الضوء,přebytek světla,lysoverskud,übermäßiges Licht,exceso de luz,excédent de lumière,प्रकाश की अधिकता,eccesso di luce,가벼운 과잉,overtollig licht,nadmiar światła,excesso de luz,överskott av ljus,fazla ışık,多余的阳光,多余的阳光,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:923,nutrient excess,nutrient excess,nutrient excess,فائض المغذيات,přebytek živin,næringsstofoverskud,Nährstoffüberschüss,exceso de nutrientes,excédent de nutriments,पोषक तत्वों की अधिकता,eccesso di sostanze nutritive,영양 과잉,overvloed van voedingsstoffen,nadmiar składników odżywczych,excessso de nutrientes,överskott av näringsämnen.,fazla besin maddesi,营养过剩,营养过剩,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:1118,sap-sucking pests,sap-sucking pests,sap-sucking pests,الحشرات الماصة,savý hmyz,saftsugende skadedyr,Saugende Insekten,Insectos chupadores,Insectes suceurs,पौधों का रस चूसने वाले कीट,Insetti succhiatori,수액을 빨아먹는 해충,Zuigende insecten,Owady ssące,insetos sugadores,Sugande insekter,bitki özü emen zararlı böcekler,吸虫纲,吸虫纲,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
da:829,Phytoplasma,Phytoplasma,Phytoplasma,الفيتوبلازما,fytoplazma,Fytoplasma,Phytoplasma,fitoplasma,phytoplasmes,फाइटोप्लाज्मा,fitoplasma,파이토플라즈마,fytoplasma,fitoplazma,fitoplasma,fytoplasma,Fitoplazma,植原体,植原体,https://en.wikipedia.org/wiki/Phytoplasma,,https://cs.wikipedia.org/wiki/Fytoplazma,,https://de.wikipedia.org/wiki/Phytoplasma,https://es.wikipedia.org/wiki/Phytoplasma,https://fr.wikipedia.org/wiki/Phytoplasme,https://it.wikipedia.org/wiki/Fitoplasma,https://ko.wikipedia.org/wiki/피토플라스마,https://nl.wikipedia.org/wiki/Fytoplasma,https://pl.wikipedia.org/wiki/Fitoplazmy,https://pt.wikipedia.org/wiki/Phytoplasma,,,https://zh.wikipedia.org/zh-hans/植原体属,https://zh.wikipedia.org/zh-hant/植原体属,
da:928,leaf miners,leaf miners,leaf miners,حفارات الأوراق,minující hmyz,minérfluer,minierende Insekten,insectos que pasan,insectes mineurs,पत्ती सुरंगक,insetti minatori,잎 광부,minerende insecten,owady minujące,insectos perforadores,minerande insekter,yaprak kurdu,潜叶虫,潜叶虫,https://en.wikipedia.org/wiki/Leaf_miner,Kindwise,https://cs.wikipedia.org/wiki/Minov%C3%A1n%C3%AD,Kindwise,https://de.wikipedia.org/wiki/Minierer,https://es.wikipedia.org/wiki/Minador_(biología),https://fr.wikipedia.org/wiki/Mineuse,Kindwise,https://ko.wikipedia.org/wiki/잠엽충,https://nl.wikipedia.org/wiki/Bladmineerder,https://pl.wikipedia.org/wiki/Owady_minujące,https://pt.wikipedia.org/wiki/Minador,https://sv.wikipedia.org/wiki/Minerare,Kindwise,https://zh.wikipedia.org/zh-hans/潛葉蟲,https://zh.wikipedia.org/zh-hant/潛葉蟲,Kindwise
da:793,mechanical damage,mechanical damage,mechanical damage,التلف الميكانيكي,mechanické poškození,mekanisk skade,Mechanische Schädigungen,daños mecánicos,endommagement mécanique,यांत्रिक क्षति,danni meccanici,기계적 손상,mechanische beschadiging,uszkodzenie mechaniczne,dano mecânico,mekaniska skador,mekanik hasar,机械损伤,机械损伤,https://www.missouribotanicalgarden.org/gardens-gardening/your-garden/help-for-the-home-gardener/advice-tips-resources/pests-and-problems/environmental/mechanical.aspx,Kindwise,https://cs.wikipedia.org/wiki/Po%C5%A1kozen%C3%AD_rostlin,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise,Kindwise
